,id,age,checking_status,class,credit_amount,credit_history,duration,employment,existing_credits,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,foreign_worker,housing,installment_commitment,job,num_dependents,other_parties,other_payment_plans,own_telephone,personal_status,property_magnitude,purpose,residence_since,savings_status
1307,1308,32,200,0,3008,'critical/other existing credit',21,7,2,0.3461370052144592,0.4595663053924411,1.0619849356831768,0.8289092859294805,0.8243204393968906,0.8723204577989889,0.6325008250292498,0.7000593153463762,0.9526966843596594,0.4863813288982845,yes,own,3,skilled,1,none,none,yes,'male single',car,furniture/equipment,2,'>=1000'
715,716,37,-1,0,1776,'critical/other existing credit',24,10,2,0.6146196931097936,0.6391935796722282,1.3888014926647188,1.4391464359092856,1.3553365194269231,1.478001737176469,0.9720580121403624,1.476584844621489,1.2894746954140024,0.4072949865477268,yes,own,4,skilled,1,none,none,yes,'female div/dep/mar','real estate','new car',4,'>=1000'
310,311,24,-1,0,2477,'existing paid',39,4,1,0.61684971857476,0.5721935813271312,1.176870368723673,0.5390229107359537,0.9375643553981492,1.0969279414800794,0.6162758626964082,1.492652711159547,0.89494721068503,0.3875671678238852,yes,own,4,skilled,1,none,none,none,'male single',car,'used car',4,'500<=X<1000'
926,927,22,0,0,3736,'existing paid',18,1,1,0.3297646901127038,0.585231628131111,0.922151900317915,0.6765946288775594,1.205820169659162,0.3029758899634818,0.6421442280795576,1.1744535603152122,0.8480762389099471,0.3239621152786283,yes,rent,1,skilled,1,none,none,none,'female div/dep/mar',car,furniture/equipment,4,'<100'
381,382,33,-1,0,1724,'existing paid',18,1,1,0.2842146561705133,0.6210813679860677,1.1384823023393142,1.034648625771629,1.192157015010111,1.2622159801138857,0.9313120247619312,1.0883136487524911,1.5665534014100846,0.5317367236864539,yes,own,4,skilled,1,none,none,none,'male single','real estate',radio/tv,1,'<100'
1565,1566,40,-1,0,1798,'existing paid',10,4,1,0.4342327682898089,0.6259092938343408,0.7687990681878949,1.212177968395087,0.9923973457155988,1.255044128494894,0.9122628625033404,1.0005430904383124,0.526813953167774,0.7475684309067976,no,rent,3,'unskilled resident',2,none,none,none,'male single','no known property','new car',2,'500<=X<1000'
425,426,31,-1,0,2455,'critical/other existing credit',9,-1,1,0.3033594313214521,0.52317497879648,0.9088150186406008,1.3549815915040488,1.057070195056542,0.5477722656078745,1.535927956018017,1.1430860798045188,1.3084295233615229,0.5587825825373036,yes,own,2,'high qualif/self emp/mgmt',1,none,none,none,'male single',car,furniture/equipment,3,'<100'
1874,1875,23,200,0,1545,'delayed previously',24,7,2,0.4810463885989679,0.6003649125946987,0.4349187777966271,1.2713443555176227,0.8675564733129302,0.7319713389809733,1.023068408682537,1.3962795000276356,0.7771606162349612,0.4299770170410198,yes,rent,3,skilled,1,none,none,yes,'female div/dep/mar','life insurance',radio/tv,2,'100<=X<500'
532,533,43,0,1,4854,'critical/other existing credit',12,10,2,0.6624579713942597,0.5587485108035085,0.4143814061261271,0.914893149208876,1.2259866922135674,1.486562158661724,1.24094326779749,1.3933668420922158,0.9888514954276346,0.3594546532809122,yes,rent,3,skilled,1,'co applicant',none,yes,'male single','life insurance','new car',4,'<100'
752,753,35,-1,0,1123,'no credits/all paid',6,4,1,0.4085743117569163,0.6207880820822511,1.5182562591806947,0.8941028369242423,0.8145314787552005,1.569495587463861,1.4630968453816209,0.7535513299745807,1.2837887276203563,0.622756151847621,no,rent,4,skilled,1,none,bank,none,'male single','no known property','new car',1,'100<=X<500'
765,766,64,-1,0,1657,'existing paid',13,-1,1,0.3956906218857809,0.7012238874353403,1.1914949823987089,1.2311492792174652,1.647364003895296,0.8851410223406542,0.4285994614584282,0.7195071542499112,0.3657554154393063,0.491124539736426,yes,own,2,skilled,1,none,none,none,'female div/dep/mar','real estate',radio/tv,4,'100<=X<500'
1356,1357,52,-1,0,1066,'critical/other existing credit',12,10,3,0.4934967735808505,0.6596114472206733,1.3357823126394388,0.7293754053551895,1.033160751783624,0.7061188919311092,1.1817599005457913,1.1853488460781476,1.2558104043427525,0.4525677441287361,yes,own,4,skilled,1,none,none,none,'male single','real estate',radio/tv,4,'<100'
408,409,40,200,0,1502,'existing paid',12,10,2,0.2968700608338058,0.5731886452009015,0.3945541407230659,0.7405082766959039,1.3513933324509262,1.2238118865803602,0.3286389773522956,1.3392965160043095,1.349910213786099,0.2743112912710198,yes,own,3,'unskilled resident',1,guarantor,bank,none,'male mar/wid','real estate',radio/tv,3,'<100'
1614,1615,28,-1,0,2413,'existing paid',24,4,1,0.4528235396140551,0.567713244663374,0.8831383348219006,1.2353966358513642,1.1610728243989814,1.3948365361410044,0.9524737070904232,0.6906432862479354,0.6205192333471785,0.4881613726077826,yes,rent,2,skilled,1,none,none,yes,'female div/dep/mar',car,'used car',4,'>=1000'
694,695,24,0,1,1582,'all paid',24,7,1,0.6978994100623145,0.5409351203567352,0.4602460364163793,0.7441985107803014,1.1736175554481998,0.991052495003252,1.054275510813383,0.6803457836507336,0.7563124384402075,0.648478938128739,yes,rent,4,'unskilled resident',1,guarantor,bank,none,'male single',car,radio/tv,4,'<100'
1738,1739,42,200,0,2110,'delayed previously',24,4,2,0.4355962276501018,0.5563022216693254,1.3857911030960584,1.0390700204500245,1.442653884610409,1.136120380166492,0.4473104276951317,1.3364604783101308,0.6862132174057216,0.5111828952979098,yes,rent,4,skilled,1,none,none,yes,'female div/dep/mar',car,'new car',4,'no known savings'
548,549,55,-1,1,1514,'delayed previously',12,10,2,0.5397762433457975,0.509083765927174,0.6435100065492027,1.351424952711164,1.0975210314372867,1.0526804541908183,0.2946053627263948,1.3575238982983509,1.2993615530734692,0.4899414937534249,yes,'for free',4,skilled,2,none,none,none,'male single','no known property',repairs,4,'>=1000'
936,937,42,-1,0,1807,'critical/other existing credit',4,7,3,0.5707668226085708,0.575370046175813,0.7259901839899254,1.1536194985290575,1.758384958852235,1.2953307029322454,1.3968663168029822,0.5586622097890006,1.1862082396774694,0.6817963023019604,yes,own,2,'unskilled resident',2,none,none,none,'male single','real estate',radio/tv,1,'<100'
1389,1390,26,0,1,4187,'delayed previously',42,7,2,0.4040479459699915,0.3826219276941078,1.2260900392573082,0.9767307215857826,1.2732275083729876,1.7501932214972724,1.3316741266638974,1.1773627648153426,1.1340746692044066,0.6551648781762591,yes,own,3,skilled,2,none,bank,yes,'male single','life insurance',radio/tv,2,'<100'
1607,1608,30,200,1,995,'existing paid',9,4,1,0.5733232637073314,0.3260748245878846,1.430220395066474,1.1863591172873051,1.528928236772069,1.0123647699630955,1.393432834252866,1.503623764949201,1.0670715080702289,0.4219463787550964,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','life insurance',furniture/equipment,1,'<100'
1939,1940,29,200,0,3287,'existing paid',24,1,1,0.5916746737479331,0.6719641983702034,1.655702490971668,0.7452522636075466,1.0855249848977264,1.2504806728294728,1.192169099597043,1.1057255699982549,0.8201277199409573,0.6336041075885095,yes,own,2,skilled,1,none,none,none,'male single',car,radio/tv,1,'100<=X<500'
1481,1482,59,-1,0,5187,'critical/other existing credit',15,10,1,0.293920227779726,0.6621438449119076,1.3501169832572282,0.8420746819448371,0.7833986431452991,0.8620203248935998,0.3946255192368275,1.7316862788394012,1.22425465128553,0.8243826447215148,yes,own,1,skilled,1,none,none,yes,'female div/dep/mar',car,'new car',4,'no known savings'
182,183,28,0,0,3996,'existing paid',24,4,1,0.690530589726166,0.6035410810616632,0.9372090632919045,0.8288486697654165,0.8384513195366332,0.8837796379165359,1.3089283922571102,1.2725171926802707,0.4799171298224113,0.232894906189655,yes,own,4,skilled,1,none,none,none,'male single','life insurance',furniture/equipment,4,'<100'
1940,1941,27,-1,0,2346,'critical/other existing credit',24,7,2,0.4801554907051323,0.7284306732215498,1.262536849335135,1.3779589603445377,1.5580551062228691,1.1197567359630265,0.28363272704742,0.4440455931695714,1.606767522282164,0.3358533775147644,yes,own,4,skilled,1,none,none,yes,'male mar/wid','life insurance','new car',3,'100<=X<500'
1160,1161,24,200,1,7742,'existing paid',60,1,1,0.5694019354658931,0.5394689476687804,0.9516574073040904,1.1837092181976276,1.0766328320035428,0.6315268211760663,0.769957188667983,0.6959060705174782,0.8750373569737439,0.4892329170328358,yes,own,4,'high qualif/self emp/mgmt',1,none,none,none,'female div/dep/mar','life insurance','new car',2,'100<=X<500'
170,171,41,200,0,4097,'existing paid',48,7,2,0.2250786295500857,0.6721693024024264,1.223449451438203,1.282021208803351,0.7240276811828099,1.0535374687621148,0.7307076249651856,1.4597345515236988,1.3644097352821354,0.5875699093920488,yes,own,4,skilled,2,none,none,yes,'male single',car,radio/tv,1,'no known savings'
292,293,45,0,1,8997,'existing paid',14,10,1,0.4498311683548698,0.6488468033538776,1.1453523886741492,1.588744107183689,0.6487671915965983,0.9802335952222558,0.4939517323825395,0.4594752591558719,1.246209262164975,0.30571320303825,no,own,1,'high qualif/self emp/mgmt',1,none,none,yes,'male div/sep','life insurance','new car',4,'<100'
561,562,37,400,0,1225,'existing paid',10,4,1,0.282551475678507,0.5453163875294132,1.065491384206387,1.3727009921911617,0.5997170536651939,1.0387854111021375,0.6926752882476994,0.8039738431543806,0.726713343042826,0.57720824874121,yes,own,2,skilled,1,none,none,yes,'male single',car,'domestic appliance',2,'<100'
1456,1457,61,200,0,1112,'existing paid',18,4,1,0.132709922146221,0.5398273374301001,1.2013049923031196,0.811479014387043,1.1092491531802056,0.5674805884710121,1.3862412263585917,0.5646285411184889,1.0481432350960889,0.5455160241764837,yes,'for free',4,skilled,1,none,none,none,'male single','no known property',education,4,'no known savings'
1876,1877,25,0,0,2264,'existing paid',9,4,1,0.4520766267290643,0.5807349477090132,1.1000254936307954,0.5968197333346885,0.9135335174037578,0.4597097257030004,1.2102622258314977,0.9704258946692912,0.9712411693962364,0.5143177322568748,yes,own,3,skilled,1,none,none,none,'male single','real estate',furniture/equipment,2,'<100'
1651,1652,27,400,0,1298,'critical/other existing credit',10,7,2,0.4311985321371723,0.6508818958376421,1.355692279857563,1.1837780563610965,1.3357649673133896,1.1983205706483069,1.320209073053778,0.441471988577407,1.2334125018832434,0.4694018343719649,yes,own,4,skilled,1,none,none,yes,'male single','life insurance',radio/tv,2,'no known savings'
849,850,47,0,0,476,'critical/other existing credit',8,10,2,0.2150114696222544,0.4542836501443428,1.0538966131567746,0.9376930245237566,0.7322159365185468,1.3165958185884712,0.6880199737521497,1.1826451295392693,1.1781702666280849,0.2564335018640675,yes,own,4,'unskilled resident',1,none,none,none,'male single','real estate','new car',4,'<100'
272,273,34,200,0,2954,'existing paid',12,1,1,0.5778586564181621,0.5323675132122453,0.5194869853964195,0.8827888657508982,1.2272236663053255,0.8582932367620438,1.3890879284467088,1.2761912434621483,1.257502211137552,0.5604439086090955,yes,rent,3,'high qualif/self emp/mgmt',1,none,none,none,'female div/dep/mar','real estate',furniture/equipment,1,'<100'
1549,1550,23,200,1,1024,'existing paid',24,1,1,0.3465242763611037,0.5752762372937542,0.9565340078310488,0.6763726852567555,1.0929112501696905,0.6092274745716393,0.859388992395062,1.6272056936073889,1.3270821043931516,0.575181167833771,yes,own,4,'unskilled resident',1,none,stores,none,'male single','real estate','new car',2,'<100'
1034,1035,24,200,1,1964,'existing paid',30,4,1,0.440011014081273,0.3625558818367633,1.081973737853953,1.4557731809331989,0.7075923712173744,1.685890688906941,0.3452165610359107,1.1896359327177937,1.486054784629034,0.7023091698083936,yes,own,4,skilled,1,guarantor,bank,none,'female div/dep/mar','no known property','new car',2,'<100'
1743,1744,57,400,0,1333,'existing paid',24,4,1,0.4737966049703128,0.6337347857132446,1.1876392542605654,1.0161171790851444,1.20118147969989,0.4507136275745857,1.2982447108170012,1.6554114093443562,1.2567582102470884,0.4519462735455053,yes,own,3,'unskilled resident',1,none,none,none,'female div/dep/mar',car,radio/tv,3,'500<=X<1000'
371,372,29,0,0,2082,'existing paid',12,4,1,0.3923615233950436,0.6772709565350677,0.3986387069185675,0.8140978633860871,0.6620574075654523,0.7059682435097137,1.120454745499472,0.916882966728378,0.5365070294495298,0.68763420087811,yes,own,4,skilled,1,guarantor,none,yes,'female div/dep/mar','life insurance','new car',4,'<100'
1669,1670,29,-1,1,5448,'no credits/all paid',21,4,2,0.5985022604264366,0.5322236464891908,1.0089596793015445,0.9980880640961548,0.8933498565368276,0.8456970487236397,0.8006838045547019,0.5350693130844795,0.7294684650836888,0.4210442176244617,yes,own,1,skilled,1,none,bank,yes,'female div/dep/mar','life insurance','new car',4,'no known savings'
721,722,27,200,0,1482,'critical/other existing credit',12,1,1,0.6286846142879452,0.480954402959048,0.6566718540424725,0.7898078240638303,0.8176270021904908,0.9802782044096902,0.4067258153763892,0.7354103034512851,0.9631638496203708,0.2366393969041078,yes,own,4,skilled,1,none,none,none,'male single',car,'new car',1,'100<=X<500'
733,734,22,0,0,494,'existing paid',15,4,1,0.772033181463095,0.5622945780480461,1.2638056712398549,1.4936877645651108,0.8733902190428291,0.4958648223846998,0.6020976271955374,0.8758721340210144,1.130041170612294,0.338040884141485,yes,own,4,'unskilled resident',1,none,none,none,'female div/dep/mar','life insurance',business,4,'<100'
777,778,35,0,1,1305,'existing paid',24,4,1,1.0,0.7712288587485153,0.8313310316465402,1.3630746723987712,1.084081406961385,1.0654199296319744,1.388902714753229,0.4190574576414789,0.7265198876912351,0.6807845758607147,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','life insurance','new car',2,'no known savings'
518,519,36,-1,0,3191,'critical/other existing credit',21,10,1,0.2168037484906416,0.6636967950621769,1.3358941900202423,0.5018952534347765,1.074827372759243,1.0287713861360914,1.1096326837457977,0.6641821260690204,1.240934980938292,0.6699906039584612,yes,own,1,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,'used car',4,'<100'
334,335,41,-1,0,1514,'delayed previously',12,4,1,0.3602576804148412,0.6426859723070009,1.6882155428879857,0.2859458714897538,1.0503188763143445,1.0875034603249536,1.3047487673015037,0.5371811628575822,0.6313701470439602,0.3974695317830971,yes,rent,4,skilled,1,none,none,none,'male mar/wid','real estate','used car',4,'<100'
845,846,57,-1,0,1308,'critical/other existing credit',12,10,1,0.3831802713694355,0.6213764373338204,1.1852528297977585,0.9997514579911584,0.5581711292881131,0.747764868970513,0.518229696303817,0.5732806393340694,1.1477246476192693,0.4730734464091646,yes,rent,4,'unskilled resident',1,none,none,none,'male single','no known property',business,4,'no known savings'
1251,1252,34,200,1,4192,'no credits/all paid',48,7,1,0.5061428592628076,0.5638466332751157,0.5577193678000744,0.5433281358043784,1.1057052645571823,0.8728945005243314,0.5120102866860211,0.9275378213801792,1.1173178366000585,0.461879832386091,yes,'for free',4,'unskilled resident',2,none,none,none,'male single','no known property',business,4,'100<=X<500'
1052,1053,23,200,1,15397,'existing paid',48,4,1,0.5647748129014295,0.6094983845065458,0.8136165736861294,0.9774288026442992,0.858528696490459,1.3121138201368845,0.6805029426096725,0.8718976357275584,0.8732280969181403,0.3728465065871141,yes,own,2,skilled,1,none,none,yes,'male single',car,business,2,'<100'
1923,1924,36,200,0,2000,'critical/other existing credit',30,10,2,0.4742378256074164,0.5041676358807398,0.6133009751518084,0.6167217816165722,1.1683387678047352,1.253300849662612,1.433239821764256,1.3386811433575525,0.8878410232731418,0.4648760118956351,yes,own,4,skilled,1,none,none,none,'male single','real estate','new car',4,'no known savings'
15,16,40,-1,0,1700,'critical/other existing credit',24,7,2,0.5012480138698313,0.5393628005453946,0.6938277454374986,1.0924134844260964,0.531194292683167,0.8588807068426306,0.6492480877600884,0.793062735214492,0.8629977201509628,0.5448211162445519,yes,own,4,skilled,1,none,none,none,'male single','life insurance',furniture/equipment,3,'<100'
707,708,33,0,1,995,'existing paid',18,-1,1,0.3361683072236621,0.4775325693303121,1.0835949778038951,0.6100823462277927,0.7266637800684594,1.4890189338671038,0.829450400028268,0.6415129962765281,1.606105776266899,0.5525162307744871,yes,own,4,skilled,1,none,none,none,'female div/dep/mar',car,furniture/equipment,2,'<100'
900,901,28,-1,0,2490,'existing paid',24,7,1,0.4475351405284385,0.6689407298714213,0.2991967764547285,0.6428559701718799,0.6269111841239653,1.2514437690056348,0.4474449745462102,0.9655199165691356,0.8986917483002519,0.570319965862946,yes,own,4,skilled,1,none,none,yes,'male single',car,radio/tv,2,'<100'
